name,colors,Colorless,R,U,G,B,W
Kav Landseeker,['R'],0,1,0,0,0,0
Kaya Spirits Justice,"[B, W]",0,0,0,0,1,1
Keen Buccaneer,['U'],0,0,1,0,0,0
Keen-Eyed Curator,['G'],0,0,0,1,0,0
Kefka Court Mage  Kefka Ruler of Ruin,['Colorless'],1,0,0,0,0,0
Kellan Daring Traveler  Journey On,['W'],0,0,0,0,0,1
Kellan Inquisitive Prodigy  Tail the Suspect,"[G, U]",0,0,1,1,0,0
Kellan Joins Up,"[G, U, W]",0,0,1,1,0,1
Kellan Planar Trailblazer,['R'],0,1,0,0,0,0
Kellans Lightblades,['W'],0,0,0,0,0,1
Kellan the Fae-Blooded  Birthright Boon,['R'],0,1,0,0,0,0
Kellan the Kid,"[G, U, W]",0,0,1,1,0,1
Ketramose the New Dawn,"[B, W]",0,0,0,0,1,1
Keys to the House,['Colorless'],1,0,0,0,0,0
Kheru Goldkeeper,"[B, G, U]",0,0,1,1,1,0
Kickoff Celebrations,['R'],0,1,0,0,0,0
Killers Mask,['B'],0,0,0,0,1,0
Kindled Fury,['R'],0,1,0,0,0,0
Kindled Heroism,['R'],0,1,0,0,0,0
Kindlespark Duo,['R'],0,1,0,0,0,0
Kinjallis Dawnrunner,['W'],0,0,0,0,0,1
Kin-Tree Nurturer,['B'],0,0,0,0,1,0
Kin-Tree Severance,"[B, G, W]",0,0,0,1,1,1
Kiora the Rising Tide,['U'],0,0,1,0,0,0
Kishla Skimmer,"[G, U]",0,0,1,1,0,0
Kishla Trawlers,['U'],0,0,1,0,0,0
Kishla Village,['Colorless'],1,0,0,0,0,0
Kitesail Corsair,['U'],0,0,1,0,0,0
Kitesail Larcenist,['U'],0,0,1,0,0,0
Kitnap,['U'],0,0,1,0,0,0
Kitsa Otterball Elite,['U'],0,0,1,0,0,0
Knife,['R'],0,1,0,0,0,0
Knightfisher,['U'],0,0,1,0,0,0
Knight Luminary,['W'],0,0,0,0,0,1
Knight of Doves,['W'],0,0,0,0,0,1
Knight of Grace,['W'],0,0,0,0,0,1
Knight of Malice,['B'],0,0,0,0,1,0
Knockout Maneuver,['G'],0,0,0,1,0,0
Kolodin Triumph Caster,"[R, W]",0,1,0,0,0,1
Koma World-Eater,"[G, U]",0,0,1,1,0,0
Kona Rescue Beastie,['G'],0,0,0,1,0,0
Korvold and the Noble Thief,['R'],0,1,0,0,0,0
Kotis the Fangkeeper,"[B, G, U]",0,0,1,1,1,0
Kraul Whipcracker,"[B, G]",0,0,0,1,1,0
Kraum Violent Cacophony,"[R, U]",0,1,1,0,0,0
Kraven Proud Predator,"[G, R]",0,1,0,1,0,0
Kravens Cats,['G'],0,0,0,1,0,0
Kravens Last Hunt,['G'],0,0,0,1,0,0
Kraven the Hunter,"[B, G]",0,0,0,1,1,0
Krenko Baron of Tin Street,['R'],0,1,0,0,0,0
Krenko Mob Boss,['R'],0,1,0,0,0,0
Krenkos Buzzcrusher,['R'],0,1,0,0,0,0
Krotiq Nestguard,['G'],0,0,0,1,0,0
Krovod Haunch,['W'],0,0,0,0,0,1
Krumar Initiate,['B'],0,0,0,0,1,0
Kuja Genome Sorcerer  Trance Kuja Fate Defied,['Colorless'],1,0,0,0,0,0
Kutzil Malamet Exemplar,"[G, W]",0,0,0,1,0,1
Kutzils Flanker,['W'],0,0,0,0,0,1
Kykar Zephyr Awakener,"[U, W]",0,0,1,0,0,1
Kyloxs Voltstrider,"[R, U]",0,1,1,0,0,0
Kylox Visionary Inventor,"[R, U]",0,1,1,0,0,0
Lady Octopus Inspired Inventor,['U'],0,0,1,0,0,0
Lady of Laughter,['W'],0,0,0,0,0,1
Lagorin Soul of Alacria,"[G, W]",0,0,0,1,0,1
Lakeside Shack,['Colorless'],1,0,0,0,0,0
Lamplight Phoenix,['R'],0,1,0,0,0,0
Larval Scoutlander,['G'],0,0,0,1,0,0
Lashwhip Predator,['G'],0,0,0,1,0,0
Lassoed by the Law,['W'],0,0,0,0,0,1
Lasyd Prowler,['G'],0,0,0,1,0,0
Lathliss Dragon Queen,['R'],0,1,0,0,0,0
Lathril Blade of the Elves,"[B, G]",0,0,0,1,1,0
Laughing Jasper Flint,"[B, R]",0,1,0,0,1,0
Laughing Mad,['R'],0,1,0,0,0,0
Lavaspur Boots,['Colorless'],1,0,0,0,0,0
Lazav Familiar Stranger,"[B, U]",0,0,1,0,1,0
Lazav Wearer of Faces,"[B, U]",0,0,1,0,1,0
Lead Pipe,['B'],0,0,0,0,1,0
Leaping Ambush,['G'],0,0,0,1,0,0
Leering Onlooker,['B'],0,0,0,0,1,0
Legion Extruder,['R'],0,1,0,0,0,0
Leonin Skyhunter,['W'],0,0,0,0,0,1
Leonin Surveyor,['W'],0,0,0,0,0,1
Leonin Vanguard,['W'],0,0,0,0,0,1
Lets Play a Game,['B'],0,0,0,0,1,0
Leyline Axe,['Colorless'],1,0,0,0,0,0
Leyline of Hope,['W'],0,0,0,0,0,1
Leyline of Mutation,['G'],0,0,0,1,0,0
Leyline of Resonance,['R'],0,1,0,0,0,0
Leyline of the Guildpact,"[B, G, R, U, W]",0,1,1,1,1,1
Leyline of the Void,['B'],0,0,0,0,1,0
Leyline of Transformation,['U'],0,0,1,0,0,0
Lich-Knights Conquest,['B'],0,0,0,0,1,0
Lie in Wait,"[B, G, U]",0,0,1,1,1,0
Lifecraft Engine,['Colorless'],1,0,0,0,0,0
Lifecreed Duo,['W'],0,0,0,0,0,1
Lightfoot Technique,['W'],0,0,0,0,0,1
Lightless Evangel,['B'],0,0,0,0,1,0
Lightning Army of One,"[R, W]",0,1,0,0,0,1
Lightning Helix,"[R, W]",0,1,0,0,0,1
Lightning Security Sergeant,['R'],0,1,0,0,0,0
Lightning Strike,['R'],0,1,0,0,0,0
Light of Judgment,['R'],0,1,0,0,0,0
Lightshell Duo,['U'],0,0,1,0,0,0
Lightshield Parry,['W'],0,0,0,0,0,1
Lightstall Inquisitor,['W'],0,0,0,0,0,1
Lightwheel Enhancements,['W'],0,0,0,0,0,1
Likeness Looter,"[B, U]",0,0,1,0,1,0
Lilah Undefeated Slickshot,"[R, U]",0,1,1,0,0,0
Liliana Dreadhorde General,['B'],0,0,0,0,1,0
Lilypad Village,['Colorless'],1,0,0,0,0,0
Lilysplash Mentor,"[G, U]",0,0,1,1,0,0
Lindblum Industrial Regency  Mage Siege,['Colorless'],1,0,0,0,0,0
Linden the Steadfast Queen,['W'],0,0,0,0,0,1
Lion Heart,['Colorless'],1,0,0,0,0,0
Lionheart Glimmer,['W'],0,0,0,0,0,1
Lithobraking,['R'],0,1,0,0,0,0
Lively Dirge,['B'],0,0,0,0,1,0
Live or Die,['B'],0,0,0,0,1,0
Living Brain Mechanical Marvel,['Colorless'],1,0,0,0,0,0
Living Conundrum,['U'],0,0,1,0,0,0
Living Lectern,['U'],0,0,1,0,0,0
Living Phone,['W'],0,0,0,0,0,1
Lizard Connorss Curse,['G'],0,0,0,1,0,0
Llanowar Elves,['G'],0,0,0,1,0,0
Loading Zone,['G'],0,0,0,1,0,0
Loan Shark,['U'],0,0,1,0,0,0
Locke Cole,"[B, U]",0,0,1,0,1,0
Locust Spray,['B'],0,0,0,0,1,0
Lodestone Needle  Guidestone Compass,['Colorless'],1,0,0,0,0,0
Lonely Arroyo,['Colorless'],1,0,0,0,0,0
Long Goodbye,['B'],0,0,0,0,1,0
Longhorn Sharpshooter,['R'],0,1,0,0,0,0
Long River Lurker,['U'],0,0,1,0,0,0
Long Rivers Pull,['U'],0,0,1,0,0,0
Longstalk Brawl,['G'],0,0,0,1,0,0
Loot Exuberant Explorer,['G'],0,0,0,1,0,0
Loot the Key to Everything,"[G, R, U]",0,1,1,1,0,0
Loot the Pathfinder,"[G, R, U]",0,1,1,1,0,0
Loporrit Scout,['G'],0,0,0,1,0,0
Lord Skitters Blessing,['B'],0,0,0,0,1,0
Lord Skitters Butcher,['B'],0,0,0,0,1,0
Lord Skitter Sewer King,['B'],0,0,0,0,1,0
Lost in Space,['U'],0,0,1,0,0,0
Lost in the Maze,['U'],0,0,1,0,0,0
Lost Jitte,['Colorless'],1,0,0,0,0,0
Lotusguard Disciple,['W'],0,0,0,0,0,1
Lotuslight Dancers,"[B, G, U]",0,0,1,1,1,0
Lotus Ring,['Colorless'],1,0,0,0,0,0
Louisoixs Sacrifice,['U'],0,0,1,0,0,0
Loxodon Battle Priest,['W'],0,0,0,0,0,1
Loxodon Eavesdropper,['G'],0,0,0,1,0,0
Loxodon Surveyor,['G'],0,0,0,1,0,0
Lumbering Laundry,['Colorless'],1,0,0,0,0,0
Lumbering Worldwagon,['G'],0,0,0,1,0,0
Lumen-Class Frigate,['W'],0,0,0,0,0,1
Luminous Rebuke,['W'],0,0,0,0,0,1
Lumra Bellow of the Woods,['G'],0,0,0,1,0,0
Lunar Convocation,"[B, W]",0,0,0,0,1,1
Lunar Insight,['U'],0,0,1,0,0,0
Lunatic Pandora,['Colorless'],1,0,0,0,0,0
Lupinflower Village,['Colorless'],1,0,0,0,0,0
Lurking Lizards,['G'],0,0,0,1,0,0
Lush Oasis,['Colorless'],1,0,0,0,0,0
Lush Portico,['Colorless'],1,0,0,0,0,0
Luxknight Breacher,['W'],0,0,0,0,0,1
Luxurious Locomotive,['Colorless'],1,0,0,0,0,0
Lyra Dawnbringer,['W'],0,0,0,0,0,1
Maalfeld Twins,['B'],0,0,0,0,1,0
Mabel Heir to Cragflame,"[R, W]",0,1,0,0,0,1
Mabels Mettle,['W'],0,0,0,0,0,1
Macabre Reconstruction,['B'],0,0,0,0,1,0
Macabre Waltz,['B'],0,0,0,0,1,0
Machinists Arsenal,['W'],0,0,0,0,0,1
Madame Web Clairvoyant,['U'],0,0,1,0,0,0
Maelstrom of the Spirit Dragon,['Colorless'],1,0,0,0,0,0
Maelstrom Pulse,"[B, G]",0,0,0,1,1,0
Magda the Hoardmaster,['R'],0,1,0,0,0,0
Magebane Lizard,['R'],0,1,0,0,0,0
Magic Damper,['U'],0,0,1,0,0,0
Magic Pot,['Colorless'],1,0,0,0,0,0
Magitek Armor,['W'],0,0,0,0,0,1
Magitek Infantry,['W'],0,0,0,0,0,1
Magitek Scythe,['Colorless'],1,0,0,0,0,0
Magmakin Artillerist,['R'],0,1,0,0,0,0
Magmatic Galleon,['R'],0,1,0,0,0,0
Magmatic Hellkite,['R'],0,1,0,0,0,0
Magnetic Snuffler,['Colorless'],1,0,0,0,0,0
Magnifying Glass,['Colorless'],1,0,0,0,0,0
Magnigoth Sentry,['G'],0,0,0,1,0,0
Maha Its Feathers Night,['B'],0,0,0,0,1,0
Make a Stand,['W'],0,0,0,0,0,1
Makeshift Binding,['W'],0,0,0,0,0,1
Make Your Move,['W'],0,0,0,0,0,1
Make Your Own Luck,"[G, U]",0,0,1,1,0,0
Malamet Battle Glyph,['G'],0,0,0,1,0,0
Malamet Brawler,['G'],0,0,0,1,0,0
Malamet Scythe,['G'],0,0,0,1,0,0
Malamet Veteran,['G'],0,0,0,1,0,0
Malamet War Scribe,['W'],0,0,0,0,0,1
Malboro,['B'],0,0,0,0,1,0
Malcolm Alluring Scoundrel,['U'],0,0,1,0,0,0
Malcolm the Eyes,"[R, U]",0,1,1,0,0,0
Malevolent Chandelier,['Colorless'],1,0,0,0,0,0
Malevolent Witchkite,['B'],0,0,0,0,1,0
Malicious Eclipse,['B'],0,0,0,0,1,0
Mammoth Bellow,"[G, R, U]",0,1,1,1,0,0
Manifest Dread,['G'],0,0,0,1,0,0
Manifold Mouse,['R'],0,1,0,0,0,0
Map the Frontier,['G'],0,0,0,1,0,0
Marang River Regent  Coil and Catch,['U'],0,0,1,0,0,0
Marauding Blight-Priest,['B'],0,0,0,0,1,0
Marauding Brinefang,['U'],0,0,1,0,0,0
Marauding Mako,['R'],0,1,0,0,0,0
Marauding Sphinx,['U'],0,0,1,0,0,0
Marchesa Dealer of Death,"[B, R, U]",0,1,1,0,1,0
March of the World Ooze,['G'],0,0,0,1,0,0
Mardu Devotee,['W'],0,0,0,0,0,1
Mardu Monument,['Colorless'],1,0,0,0,0,0
Mardu Siegebreaker,"[B, R, W]",0,1,0,0,1,1
Marina Vendrell,"[B, G, R, U, W]",0,1,1,1,1,1
Marina Vendrells Grimoire,['U'],0,0,1,0,0,0
Marketback Walker,['Colorless'],1,0,0,0,0,0
Market Gnome,['W'],0,0,0,0,0,1
Marketwatch Phantom,['W'],0,0,0,0,0,1
Marshal of the Lost,"[B, W]",0,0,0,0,1,1
Marshals Pathcruiser,['Colorless'],1,0,0,0,0,0
Marvin Murderous Mimic,['Colorless'],1,0,0,0,0,0
Mary Jane Watson,"[G, W]",0,0,0,1,0,1
Masked Meower,['R'],0,1,0,0,0,0
Massacre Girl Known Killer,['B'],0,0,0,0,1,0
Massacre Wurm,['B'],0,0,0,0,1,0
Masters Guide-Mural  Masters Manufactory,['Colorless'],1,0,0,0,0,0
Matoya Archon Elder,['U'],0,0,1,0,0,0
Matzalantli the Great Door  The Core,['Colorless'],1,0,0,0,0,0
Maximum Carnage,['R'],0,1,0,0,0,0
Maximum Overdrive,['B'],0,0,0,0,1,0
Mazemind Tome,['Colorless'],1,0,0,0,0,0
Mazes End,['Colorless'],1,0,0,0,0,0
Meathook Massacre II,['B'],0,0,0,0,1,0
Meat Locker  Drowned Diner,['U'],0,0,1,0,0,0
Mechan Assembler,['U'],0,0,1,0,0,0
Mechanical Mobster,['Colorless'],1,0,0,0,0,0
Mechan Navigator,['U'],0,0,1,0,0,0
Mechanozoa,['U'],0,0,1,0,0,0
Mechan Shieldmate,['U'],0,0,1,0,0,0
Meddling Youths,"[R, W]",0,1,0,0,0,1
Melded Moxite,['R'],0,1,0,0,0,0
Meltstrider Eulogist,['G'],0,0,0,1,0,0
Meltstriders Gear,['G'],0,0,0,1,0,0
Meltstriders Resolve,['G'],0,0,0,1,0,0
Memorial Team Leader,['R'],0,1,0,0,0,0
Memorial Vault,['R'],0,1,0,0,0,0
Memories Returning,['U'],0,0,1,0,0,0
Memory Guardian,['U'],0,0,1,0,0,0
Memory Vessel,['R'],0,1,0,0,0,0
Mendicant Core Guidelight,"[U, W]",0,0,1,0,0,1
Mental Modulation,['U'],0,0,1,0,0,0
Mentor of the Meek,['W'],0,0,0,0,0,1
Mephitic Draught,['B'],0,0,0,0,1,0
Merciless Enforcers,['B'],0,0,0,0,1,0
Merfolk Cave-Diver,['U'],0,0,1,0,0,0
Merfolk Coralsmith,['U'],0,0,1,0,0,0
Merry Bards,['R'],0,1,0,0,0,0
Metamorphic Blast,['U'],0,0,1,0,0,0
Meteor Golem,['Colorless'],1,0,0,0,0,0
Meticulous Archive,['Colorless'],1,0,0,0,0,0
Meticulous Artisan,['R'],0,1,0,0,0,0
Miasma Demon,['B'],0,0,0,0,1,0
Micromancer,['U'],0,0,1,0,0,0
Midgar City of Mako  Reactor Raid,['Colorless'],1,0,0,0,0,0
Midnight Mangler,['U'],0,0,1,0,0,0
Midnight Mayhem,"[R, W]",0,1,0,0,0,1
Midnight Reaper,['B'],0,0,0,0,1,0
Midnight Snack,['B'],0,0,0,0,1,0
Mightform Harmonizer,['G'],0,0,0,1,0,0
Might of the Ancestors,['W'],0,0,0,0,0,1
Might of the Meek,['R'],0,1,0,0,0,0
Migrating Ketradon,['G'],0,0,0,1,0,0
Mild-Mannered Librarian,['G'],0,0,0,1,0,0
Miles Morales  Ultimate Spider-Man,['Colorless'],1,0,0,0,0,0
Mimeoplasm Revered One,"[B, G, U]",0,0,1,1,1,0
Mind Drill Assailant,"[B, U]",0,0,1,0,1,0
Mindsparker,['R'],0,1,0,0,0,0
Mind Spiral,['U'],0,0,1,0,0,0
Mind Spring,['U'],0,0,1,0,0,0
Mindspring Merfolk,['U'],0,0,1,0,0,0
Mindwhisker,['U'],0,0,1,0,0,0
Minecart Daredevil  Ride the Rails,['R'],0,1,0,0,0,0
Mine Raider,['R'],0,1,0,0,0,0
Miners Guidewing,['W'],0,0,0,0,0,1
Mineshaft Spider,['G'],0,0,0,1,0,0
Mintstrosity,['B'],0,0,0,0,1,0
Minwu White Mage,['W'],0,0,0,0,0,1
Mirage Mesa,['Colorless'],1,0,0,0,0,0
Miriam Herd Whisperer,"[G, W]",0,0,0,1,0,1
Mirror Room  Fractured Realm,['U'],0,0,1,0,0,0
Mischievous Mystic,['U'],0,0,1,0,0,0
Mischievous Pup,['W'],0,0,0,0,0,1
Misleading Motes,['U'],0,0,1,0,0,0
Mistbreath Elder,['G'],0,0,0,1,0,0
Mister Negative,"[B, W]",0,0,0,0,1,1
Mistrise Village,['Colorless'],1,0,0,0,0,0
Mistway Spy,['U'],0,0,1,0,0,0
Mmmenon the Right Hand,['U'],0,0,1,0,0,0
Mmmenon Uthros Exile,"[R, U]",0,1,1,0,0,0
Mobile Homestead,['Colorless'],1,0,0,0,0,0
Mob Lookout,"[B, U]",0,0,1,0,1,0
Mockingbird,['U'],0,0,1,0,0,0
Mocking Sprite,['U'],0,0,1,0,0,0
Mold Adder,['G'],0,0,0,1,0,0
Moldering Gym  Weight Room,['G'],0,0,0,1,0,0
Molecular Modifier,['R'],0,1,0,0,0,0
Molten Collapse,"[B, R]",0,1,0,0,1,0
Molten Duplication,['R'],0,1,0,0,0,0
Molten Exhale,['R'],0,1,0,0,0,0
Molten Man Inferno Incarnate,['R'],0,1,0,0,0,0
Molt Tender,['G'],0,0,0,1,0,0
Moment of Craving,['B'],0,0,0,0,1,0
Moment of Triumph,['W'],0,0,0,0,0,1
Moment of Valor,['W'],0,0,0,0,0,1
Momentum Breaker,['B'],0,0,0,0,1,0
Monastery Messenger,"[R, U, W]",0,1,1,0,0,1
Monks Fist,['Colorless'],1,0,0,0,0,0
Monoist Circuit-Feeder,['B'],0,0,0,0,1,0
Monoist Sentry,['B'],0,0,0,0,1,0
Monstrous Emergence,['G'],0,0,0,1,0,0
Monument to Endurance,['Colorless'],1,0,0,0,0,0
Moogles Valor,['W'],0,0,0,0,0,1
Moonlit Meditation,['U'],0,0,1,0,0,0
Moonrise Cleric,"[B, W]",0,0,0,0,1,1
Moonshaker Cavalry,['W'],0,0,0,0,0,1
Moonstone Harbinger,['B'],0,0,0,0,1,0
Morbius the Living Vampire,"[B, U]",0,0,1,0,1,0
Morlun Devourer of Spiders,['B'],0,0,0,0,1,0
Mortify,"[B, W]",0,0,0,0,1,1
Mossborn Hydra,['G'],0,0,0,1,0,0
Mosswood Dreadknight  Dread Whispers,['G'],0,0,0,1,0,0
Most Valuable Slayer,['R'],0,1,0,0,0,0
Mountain,['Colorless'],1,0,0,0,0,0
Mourners Surprise,['B'],0,0,0,0,1,0
Mouse Trapper,['W'],0,0,0,0,0,1
Mouth of the Storm,['U'],0,0,1,0,0,0
Mox Jasper,['Colorless'],1,0,0,0,0,0
Mudflat Village,['Colorless'],1,0,0,0,0,0
Muerra Trash Tactician,"[G, R]",0,1,0,1,0,0
Muldrotha the Gravetide,"[B, G, U]",0,0,1,1,1,0
Multiversal Passage,['Colorless'],1,0,0,0,0,0
Muraganda Raceway,['Colorless'],1,0,0,0,0,0
Murder,['B'],0,0,0,0,1,0
Murky Sewer,['Colorless'],1,0,0,0,0,0
Museum Nightwatch,['W'],0,0,0,0,0,1
Mutant Surveyor,['B'],0,0,0,0,1,0
Mutinous Massacre,"[B, R]",0,1,0,0,1,0
Mu Yanling Wind Rider,['U'],0,0,1,0,0,0
Myojin of Nights Reach,['B'],0,0,0,0,1,0
Mysidian Elder,['R'],0,1,0,0,0,0
Mysterio Master of Illusion,['U'],0,0,1,0,0,0
Mysterios Phantasm,['U'],0,0,1,0,0,0
Mystical Teachings,['U'],0,0,1,0,0,0
Mystical Tether,['W'],0,0,0,0,0,1
Mystic Archaeologist,['U'],0,0,1,0,0,0
Mystic Monastery,['Colorless'],1,0,0,0,0,0
Naga Fleshcrafter,['U'],0,0,1,0,0,0
Namazu Trader,['B'],0,0,0,0,1,0
Nanoform Sentinel,['U'],0,0,1,0,0,0
Narset Jeskai Waymaster,"[R, U, W]",0,1,1,0,0,1
Narsets Rebuke,['R'],0,1,0,0,0,0
Nashi Searcher in the Dark,"[B, U]",0,0,1,0,1,0
Natures Rhythm,['G'],0,0,0,1,0,0
Nebula Dragon,['R'],0,1,0,0,0,0
Needletooth Pack,['G'],0,0,0,1,0,0
Negate,['U'],0,0,1,0,0,0
Neglected Manor,['Colorless'],1,0,0,0,0,0
Neighborhood Guardian,['W'],0,0,0,0,0,1
Neriv Heart of the Storm,"[B, R, W]",0,1,0,0,1,1
Nervous Gardener,['G'],0,0,0,1,0,0
Nessian Hornbeetle,['G'],0,0,0,1,0,0
Nesting Bot,['W'],0,0,0,0,0,1
Nettle Guard,['W'],0,0,0,0,0,1
Neutralize the Guards,['B'],0,0,0,0,1,0
Neva Stalked by Nightmares,"[B, W]",0,0,0,0,1,1
New Horizons,['G'],0,0,0,1,0,0
News Helicopter,['Colorless'],1,0,0,0,0,0
New Way Forward,"[R, U, W]",0,1,1,0,0,1
Nexus of Becoming,['Colorless'],1,0,0,0,0,0
Nezumi Linkbreaker,['B'],0,0,0,0,1,0
Nibelheim Aflame,['R'],0,1,0,0,0,0
Nicanzil Current Conductor,"[G, U]",0,0,1,1,0,0
Nightblade Brigade,['B'],0,0,0,0,1,0
Nightdrinker Moroii,['B'],0,0,0,0,1,0
Night Market,['Colorless'],1,0,0,0,0,0
Night of the Sweets Revenge,['G'],0,0,0,1,0,0
Nightwhorl Hermit,['U'],0,0,1,0,0,0
Niko Light of Hope,"[U, W]",0,0,1,0,0,1
Nimble Brigand,['U'],0,0,1,0,0,0
Nimble Thopterist,['U'],0,0,1,0,0,0
Nine-Lives Familiar,['B'],0,0,0,0,1,0
Ninjas Blades,['B'],0,0,0,0,1,0
Niv-Mizzet Guildpact,"[B, G, R, U, W]",0,1,1,1,1,1
Niv-Mizzet Visionary,"[R, U]",0,1,1,0,0,0
Noctis Prince of Lucis,"[B, U, W]",0,0,1,0,1,1
Nocturnal Hunger,['B'],0,0,0,0,1,0
Nomad Outpost,['Colorless'],1,0,0,0,0,0
No More Lies,"[U, W]",0,0,1,0,0,1
Norin Swift Survivalist,['R'],0,1,0,0,0,0
Norman Osborn  Green Goblin,['Colorless'],1,0,0,0,0,0
Not Dead After All,['B'],0,0,0,0,1,0
Not on My Watch,['W'],0,0,0,0,0,1
Nova Hellkite,['R'],0,1,0,0,0,0
Novice Inspector,['W'],0,0,0,0,0,1
Nowhere to Run,['B'],0,0,0,0,1,0
No Witnesses,['W'],0,0,0,0,0,1
Nullpriest of Oblivion,['B'],0,0,0,0,1,0
Nurturing Bristleback,['G'],0,0,0,1,0,0
Nurturing Pixie,['W'],0,0,0,0,0,1
Nutrient Block,['Colorless'],1,0,0,0,0,0
Oaken Siren,['U'],0,0,1,0,0,0
Oakhollow Village,['Colorless'],1,0,0,0,0,0
Oasis Gardener,['Colorless'],1,0,0,0,0,0
Obeka Splitter of Seconds,"[B, R, U]",0,1,1,0,1,0
Obliterating Bolt,['R'],0,1,0,0,0,0
Oblivious Bookworm,"[G, U]",0,0,1,1,0,0
Obyra Dreaming Duelist,"[B, U]",0,0,1,0,1,0
Obyras Attendants  Desperate Parry,['U'],0,0,1,0,0,0
Offender at Large,['R'],0,1,0,0,0,0
Offer Immortality,['B'],0,0,0,0,1,0
Officious Interrogation,"[U, W]",0,0,1,0,0,1
Ogre Chitterlord,['R'],0,1,0,0,0,0
Oildeep Gearhulk,"[B, U]",0,0,1,0,1,0
Ojer Axonil Deepest Might  Temple of Power,['Colorless'],1,0,0,0,0,0
Ojer Kaslem Deepest Growth  Temple of Cultivation,['Colorless'],1,0,0,0,0,0
Ojer Pakpatiq Deepest Epoch  Temple of Cyclical Time,['Colorless'],1,0,0,0,0,0
Ojer Taq Deepest Foundation  Temple of Civilization,['Colorless'],1,0,0,0,0,0
Oko the Ringleader,"[G, U]",0,0,1,1,0,0
Old Flitterfang,['B'],0,0,0,0,1,0
Oltec Archaeologists,['W'],0,0,0,0,0,1
Oltec Cloud Guard,['W'],0,0,0,0,0,1
Oltec Matterweaver,['W'],0,0,0,0,0,1
Omega Heartless Evolution,"[G, U]",0,0,1,1,0,0
Omenpath Journey,['G'],0,0,0,1,0,0
Omenport Vigilante,['W'],0,0,0,0,0,1
Ominous Asylum,['Colorless'],1,0,0,0,0,0
Omniscience,['U'],0,0,1,0,0,0
Omnivorous Flytrap,['G'],0,0,0,1,0,0
One Last Job,['W'],0,0,0,0,0,1
On the Job,['W'],0,0,0,0,0,1
Ooze Patrol,['G'],0,0,0,1,0,0
Opera Love Song,['R'],0,1,0,0,0,0
Opt,['U'],0,0,1,0,0,0
Optimistic Scavenger,['W'],0,0,0,0,0,1
Opulent Palace,['Colorless'],1,0,0,0,0,0
Orazca Puzzle-Door,['U'],0,0,1,0,0,0
Orbital Plunge,['R'],0,1,0,0,0,0
Ordeal of Nylea,['G'],0,0,0,1,0,0
Oreplate Pangolin,['R'],0,1,0,0,0,0
Origin of Spider-Man,['W'],0,0,0,0,0,1
Ornery Tumblewagg,['G'],0,0,0,1,0,0
Orphans of the Wheat,['W'],0,0,0,0,0,1
Orzhov Guildgate,['Colorless'],1,0,0,0,0,0
Oscorp Industries,['Colorless'],1,0,0,0,0,0
Oscorp Research Team,['U'],0,0,1,0,0,0
Osseous Exhale,['W'],0,0,0,0,0,1
Osseous Sticktwister,['B'],0,0,0,0,1,0
Osteomancer Adept,['B'],0,0,0,0,1,0
Oteclan Landmark  Oteclan Levitator,['Colorless'],1,0,0,0,0,0
Otterball Antics,['U'],0,0,1,0,0,0
Ouroboroid,['G'],0,0,0,1,0,0
Outcaster Greenblade,['G'],0,0,0,1,0,0
Outcaster Trailblazer,['G'],0,0,0,1,0,0
Out Cold,['U'],0,0,1,0,0,0
Outlaw Medic,['W'],0,0,0,0,0,1
Outlaws Fury,['R'],0,1,0,0,0,0
Outlaw Stitcher,['U'],0,0,1,0,0,0
Out of Air,['U'],0,0,1,0,0,0
Outpace Oblivion,['R'],0,1,0,0,0,0
Outrageous Robbery,['B'],0,0,0,0,1,0
Overgrown Zealot,['G'],0,0,0,1,0,0
Overkill,['B'],0,0,0,0,1,0
Overlord of the Balemurk,['B'],0,0,0,0,1,0
Overlord of the Boilerbilges,['R'],0,1,0,0,0,0
Overlord of the Floodpits,['U'],0,0,1,0,0,0
Overlord of the Hauntwoods,['G'],0,0,0,1,0,0
Overlord of the Mistmoors,['W'],0,0,0,0,0,1
Overprotect,['G'],0,0,0,1,0,0
Overrun,['G'],0,0,0,1,0,0
Over the Edge,['G'],0,0,0,1,0,0
Overwhelming Surge,['R'],0,1,0,0,0,0
Overzealous Muscle,['B'],0,0,0,0,1,0
Ovika Enigma Goliath,"[R, U]",0,1,1,0,0,0
Oviya Automech Artisan,['G'],0,0,0,1,0,0
Pacesetter Paragon,['R'],0,1,0,0,0,0
Pacifism,['W'],0,0,0,0,0,1
Pactdoll Terror,['B'],0,0,0,0,1,0
Pain for All,['R'],0,1,0,0,0,0
Painful Quandary,['B'],0,0,0,0,1,0
Painters Studio  Defaced Gallery,['R'],0,1,0,0,0,0
Paladins Arms,['W'],0,0,0,0,0,1
Palanis Hatcher,"[G, R]",0,1,0,1,0,0
Panicked Altisaur,['R'],0,1,0,0,0,0
Paranormal Analyst,['U'],0,0,1,0,0,0
Parker Luck,['B'],0,0,0,0,1,0
Parting Gust,['W'],0,0,0,0,0,1
Passenger Ferry,['Colorless'],1,0,0,0,0,0
Patched Plaything,['W'],0,0,0,0,0,1
Patchwork Banner,['Colorless'],1,0,0,0,0,0
Patchwork Beastie,['G'],0,0,0,1,0,0
Pathfinding Axejaw,['G'],0,0,0,1,0,0
Patient Naturalist,['G'],0,0,0,1,0,0
Pawpatch Formation,['G'],0,0,0,1,0,0
